"","keyword","title","authors","rating","num_of_rating","num_of_reviews","text"
"1425","harry potter","Harry Potter and the Deathly Hallows, Part 1","Alexandre Desplat",5,6,1,"Complete with pages of color screen shots from the film, this collectible book of 10 superb solo piano transcriptions from Alexandre Desplat's dramatic score will thrill pianists and their audiences alike. Titles: * Obliviate * Snape to Malfoy Manor * Polyjuice Potion * At the Burrow * Harry and Ginny * Ron Leaves * Godric's Hollow Graveyard * Ron's Speech * Lovegood *  Complete with pages of color screen shots from the film, this collectible book of 10 superb solo piano transcriptions from Alexandre Desplat's dramatic score will thrill pianists and their audiences alike. Titles: * Obliviate * Snape to Malfoy Manor * Polyjuice Potion * At the Burrow * Harry and Ginny * Ron Leaves * Godric's Hollow Graveyard * Ron's Speech * Lovegood * Farewell to Dobby  ...more"
"1426","harry potter","Changes ( Harry Potter Fanfiction )","Chothocolate",2.5,2,0,"Sixth year brought about a lot of changes for the Marauders."
"1427","harry potter","Cinematic Guide: Albus Dumbledore (Harry Potter)","Scholastic Inc.",3.75,4,0,"Cinematic Guide Albus Dumbledore"
"1428","harry potter","Harry Potter And The Order Of The Phoenix: All The Music From The Film Arranged For Piano, Voice And Guitar (Pvg Album Songbook)","Nick  Copper",0,0,0,"A book of piano solos, featuring themes from a Harry Potter film. It includes a section of colour photographs of scenes and images of the film."
"1429","harry potter","Twenty Most Banned Books of All Time Including Huckleberry Finn, Catcher in the Rye, Forever, Harry Potter and More","Kaelyn Smith",5,1,0,"Censorship has been an issue of fiery debate for centuries. Authority over content, appropriateness, availability and more are all large factors in on-going literary controversies the world over. While freedom of the press and freedom of speech are celebrated, censorship and book banning are still issues today. This book introduces the American Library Association's twenty  Censorship has been an issue of fiery debate for centuries. Authority over content, appropriateness, availability and more are all large factors in on-going literary controversies the world over. While freedom of the press and freedom of speech are celebrated, censorship and book banning are still issues today. This book introduces the American Library Association's twenty most commonly banned books, discussing their content and their respective controversies. Project Webster represents a new publishing paradigm, allowing disparate content sources to be curated into cohesive, relevant, and informative books. To date, this content has been curated from Wikipedia articles and images under Creative Commons licensing, although as Project Webster continues to increase in scope and dimension, more licensed and public domain content is being added. We believe books such as this represent a new and exciting lexicon in the sharing of human knowledge.  ...more"
"1430","harry potter","Harry Potter Spell Book.The Ultimate Spellbook of Charms, Curses, Hexes, and Jinxes for Wizards and Witches","Toney Starck",1,1,0,"Harry Potter Spell Book.The Ultimate Spellbook of Charms, Curses, Hexes, and Jinxes for Wizards and Witches"
"1431","harry potter","Harry Potter and Ginny Weasley Are Dating","Lomonaaeren",3.67,3,0,"Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley--------------------------------------------------Harry thinks he and Ginny are dating. Its up to Ginny to correct the misconception and send him into the waiting arms of his patient lover. Well, perhaps not so patient. A story of love and Quidditch.  Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley--------------------------------------------------Harry thinks he and Ginny are dating. It’s up to Ginny to correct the misconception and send him into the waiting arms of his patient lover. Well, perhaps not so patient. A story of love and Quidditch.  ...more"
"1432","harry potter","Fidget Spinners: Hilarious Fidget Spinner Memes & Jokes Books 2017 : Ultimate Memes, Pikachu Book, Harry Potter Jokes, Miner Minecraft Memes, Doge Memes, Memes Free, Roasts, Memes Xl, New Toy Memes","Memes",4.56,9,0,"Jump abroad the fidget spinner craze! These little fidget toys supposedly help help with ADHD and people who fidget a lot! BUT...These jokes make fun of them! AND THEY ARE HILARIOUS! This book is free for all Amazon Kindle Unlimited Users and includes bonus meme books Included: Harry Potter jokes - even Harry Potter would LOL at these Pokemon memes Miner minecraft memes  Jump abroad the fidget spinner craze! These little fidget toys supposedly help help with ADHD and people who fidget a lot! BUT...These jokes make fun of them! AND THEY ARE HILARIOUS! This book is free for all Amazon Kindle Unlimited Users and includes bonus meme books Included: Harry Potter jokes - even Harry Potter would LOL at these Pokemon memes Miner minecraft memes Be sure to download for FREE using Kindle Unlimited **We are not affiliated with Minecraft or Mojang in any way. This is an unofficial fan created book made with love and appreciation for the game** THE BEST Collection of Ultimate Memes On The Internet! [Unofficial Minecraft Book] This book contains over 2000 pages of memes! I’ve gathered here the best memes on the internet for you to easily browse in one place.  ...more"
"1433","harry potter","A Harry Potter Quiz Book: Bonus Facts, Spells, Potions, Trivia & Butterbeer Recipe","Ken Shaw",5,7,0," "
"1434","harry potter","HANGING IN JUDGMENT. Religion and the Death Penalty in England from the Bloody Code to Abolition.","Harry Potter",3.22,32,1,"Comprehensive history of capital punishment in England which shows how and why the Church of England repeatedly fought against its abolition."
"1435","harry potter","The Power of Women in Harry Potter","Mary Asher",2.5,2,0,"Since 1997, scholarly criticisms and Internet discussion groups have been examining, analyzing, and critiquing the Harry Potter stories. One aspect of this conversation is whether the series contains a feminist message or not. Many of the early critics of the books were unhappy with an alternate world that seemed to be run by and for males. However, although the first four  Since 1997, scholarly criticisms and Internet discussion groups have been examining, analyzing, and critiquing the Harry Potter stories. One aspect of this conversation is whether the series contains a feminist message or not. Many of the early critics of the books were unhappy with an alternate world that seemed to be run by and for males. However, although the first four books of the seven book series appear to support a traditional, masculine perspective on power and worth and promote the insignificance of women in stereotypical roles, this book argues that that is not the entire picture. One underlying truth of the HP series is that the power for change comes not through acquiring wealth or advancing one's career, but through people and practices that are often undervalued or dismissed as unimportant. In the wizarding world of Harry Potter, sociopaths are vanquished and corrupt governments are toppled through behaviors and characteristics more commonly associated with women, particularly mothers.  ...more"
"1436","harry potter","Playing Harry Potter: Essays and Interviews on Fandom and Performance","Lisa S. Brenner (Editor)",4.2,5,2,"Through classroom activities, wizard rock concerts, and organizations like the Harry Potter Alliance, Harry Potter fans are using creativity to positively impact the world. This collection of essays and interviews examines how playful fandom--from fanfiction to Muggle quidditch, cosplay, role-playing games, and even Harry Potter burlesque--not only reimagines the canon but  Through classroom activities, wizard rock concerts, and organizations like the Harry Potter Alliance, Harry Potter fans are using creativity to positively impact the world. This collection of essays and interviews examines how playful fandom--from fanfiction to Muggle quidditch, cosplay, role-playing games, and even Harry Potter burlesque--not only reimagines the canon but also challenges consumerism, questions notions of identity, and fosters participatory culture. The contributors explore issues applicable to fan studies and performance studies at large, such as the role of performance, the nature of community, and questions of representation and ownership in the digital age. Presented in three parts, the essays discuss discrepancies between sanctioned versions of Harry Potter and fan creations, the reenactment and reinterpretation of the original narrative in fan performance, and collaborative and participatory performances that break down the boundaries between actors and audiences.  ...more"
"1437","harry potter","HARRY POTTER FACTS AND SPELLS COLLECTION: All in one book- 300+ Facts and Magical spells of Harry potter","Britto Raj Britto Raj",3.6,5,0,"All in one book,Over all complete collection of Harry potter facts And spells. In this books there are 300+ facts with pictures. And there are Alphabatically orderd spells arranged. Some facts are detailed in this book.."
"1438","harry potter","How to Draw Harry Potter: Learn to Draw Your Favorite Characters from Harry Potter (Step-by-Step Drawing Books)","Pablo Painter",3.25,4,0,"Teaching your child to draw is an important part of playtime! Whether they have just learned to scribble or are already on their way to completing their first masterpiece, this book is sure to inspire them and teach them to improve.When children start learning to draw, they want to create an accurate picture of what they are looking at. This imaginative and informative  Teaching your child to draw is an important part of playtime! Whether they have just learned to scribble or are already on their way to completing their first masterpiece, this book is sure to inspire them and teach them to improve.When children start learning to draw, they want to create an accurate picture of what they are looking at. This imaginative and informative guide is part of a series written by unique artistic characters, which will help them achieve that goal in no time. Find out how incredibly easy it is for your kids to reach their artistic dreams!Once they have followed the simple instructions in this book, they will have learnt a new skill, and will be able to practice drawing on their own. In no time at all, your kids will be fueling their imagination and drawing things around them with greater accuracy.With each book focusing on how to draw something new and different, your budding artist will benefit from simple step-by-step guidance and will soon be creating imaginative drawings without any help. The entertaining, hands on instructions mean they are bound to have fun whilst perfecting their new skill and is sure to inspire them for the future!  ...more"
